text,clause_type,label
The parties agree that limited warranty period of 90 days,Warranty,7
The parties agree that warranties are disclaimed to maximum,Warranty,7
"For the avoidance of doubt, warranties are disclaimed to maximum extent",Warranty,7
It is understood that warranty of merchantability and fitness for purpose,Warranty,7
No warranty beyond what is expressly stated,Warranty,7
"For the avoidance of doubt, express warranties do not include implied warranties",Warranty,7
remedy Warranty limited to re-performance of services,Warranty,7
company warrants services will be performed professionally,Warranty,7
Warranty of merchantability and fitness for purpose,Warranty,7
COMPANY WARRANTS PERFORMED WILL BE SERVICES PROFESSIONALLY,Warranty,7
"Notwithstanding anything to the contrary, warranties are disclaimed maximum extent",Warranty,7
beyond warranty No what is expressly stated,Warranty,7
"For the avoidance of doubt, no warranty beyond what is expressly stated",Warranty,7
"Notwithstanding anything to the contrary, limited warranty period of 90 days",Warranty,7
No warranty beyond what is expressly stated,Warranty,7
Warranty of merchantability fitness for purpose,Warranty,7
Warranty of merchantability and fitness for purpose,Warranty,7
It is understood that company warrants services will be performed professionally,Warranty,7
It is understood that express warranties do not include implied warranties,Warranty,7
extent are disclaimed to maximum Warranties,Warranty,7
"Notwithstanding anything to the contrary, company warrants services will be professionally",Warranty,7
Express warranties do not include implied warranties,Warranty,7
Warranties are disclaimed to maximum extent,Warranty,7
"Subject to the terms herein, express warranties do not include implied warranties",Warranty,7
"For the avoidance of doubt, warranty of merchantability and fitness for purpose",Warranty,7
"Subject to the terms herein, no warranty beyond what is expressly stated",Warranty,7
Company warrants services will be performed professionally,Warranty,7
It is understood that no warranty beyond what is expressly stated,Warranty,7
COMPANY WARRANTS WILL SERVICES BE PERFORMED PROFESSIONALLY,Warranty,7
Warranty remedy re-performance to limited of services,Warranty,7
will parties agree that company warrants services The be performed professionally,Warranty,7
"Notwithstanding anything to the contrary, warranty remedy limited to re-performance of services",Warranty,7
Limited warranty period of 90 days,Warranty,7
warranty remedy limited to re-performance of services,Warranty,7
"For the avoidance of doubt, express warranties do not include implied warranties",Warranty,7
"For the avoidance of doubt, express warranties do not include implied warranties",Warranty,7
It is understood that warranty of merchantability and fitness for purpose,Warranty,7
Company warrants services will be performed professionally,Warranty,7
"Subject to the terms herein, no warranty beyond what is expressly stated",Warranty,7
Company warrants services will be performed,Warranty,7
Warranty of merchantability and fitness for purpose,Warranty,7
"Notwithstanding anything to the contrary, limited warranty period of 90 days",Warranty,7
limited warranty period of 90 days,Warranty,7
Company warrants services will professionally performed be,Warranty,7
EXPRESS WARRANTIES DO NOT INCLUDE IMPLIED WARRANTIES,Warranty,7
warranty remedy limited to re-performance of services,Warranty,7
"Subject to the terms herein, warranty of fitness and merchantability for purpose",Warranty,7
Warranty of and fitness for purpose,Warranty,7
company warrants services will be professionally,Warranty,7
"Subject to the terms herein, warranty remedy limited to re-performance of services",Warranty,7
Company warrants will services be performed professionally,Warranty,7
Company warrants services will be performed professionally,Warranty,7
Limited warranty period of 90 days,Warranty,7
Express warranties do not include implied warranties,Warranty,7
It is understood that no warranty beyond what is expressly stated,Warranty,7
"Notwithstanding anything to the contrary, no warranty beyond what is expressly stated",Warranty,7
Limited warranty period 90 of days,Warranty,7
Express warranties do not include implied warranties,Warranty,7
"Subject to the terms herein, warranties are disclaimed to maximum extent",Warranty,7
"For the avoidance of doubt, limited warranty period of 90 days",Warranty,7
"For the avoidance of doubt, no warranty beyond what is expressly stated",Warranty,7
Warranty remedy limited to re-performance of services,Warranty,7
No warranty beyond what is expressly stated,Warranty,7
The parties agree that extent are disclaimed to maximum warranties,Warranty,7
It is understood that warranties are disclaimed to maximum extent,Warranty,7
The merchantability agree that warranty of parties and fitness for purpose,Warranty,7
Warranty remedy limited to re-performance of services,Warranty,7
Warranty remedy limited to re-performance of services,Warranty,7
"Notwithstanding anything to the contrary, warranty of merchantability and fitness for purpose",Warranty,7
"Subject to the terms herein, warranties are disclaimed to maximum extent",Warranty,7
"Subject to the terms herein, no warranty beyond what is expressly stated",Warranty,7
"For the avoidance of doubt, warranties are disclaimed to maximum extent",Warranty,7
limited warranty of 90 days,Warranty,7
It is understood that warranty beyond what is expressly stated,Warranty,7
no warranty beyond what is expressly stated,Warranty,7
Company warrants services will be performed professionally,Warranty,7
"Notwithstanding anything to the contrary, limited warranty period of 90 days",Warranty,7
It understood is that limited warranty period of 90 days,Warranty,7
Company warrants services will be performed professionally,Warranty,7
"Subject to the terms herein, limited warranty period of 90 days",Warranty,7
"For the avoidance of doubt, warranty of merchantability and fitness for purpose",Warranty,7
The parties agree that company warrants services will be performed professionally,Warranty,7
Warranty of merchantability and fitness for purpose,Warranty,7
The parties agree that express warranties do not include implied warranties,Warranty,7
Warranties are disclaimed to maximum extent,Warranty,7
Limited warranty period of 90 days,Warranty,7
Warranty of merchantability and purpose for fitness,Warranty,7
No warranty beyond what is expressly stated,Warranty,7
Express warranties do not include implied warranties,Warranty,7
Company warrants services will be performed professionally,Warranty,7
Company warrants will be performed professionally,Warranty,7
It is understood that warranty remedy limited to re-performance services,Warranty,7
warranty of merchantability and fitness for purpose,Warranty,7
Express do not include implied warranties,Warranty,7
"Notwithstanding anything to the contrary, company warrants services will be performed professionally",Warranty,7
No warranty beyond what is expressly stated,Warranty,7
NO WHAT BEYOND WARRANTY IS EXPRESSLY STATED,Warranty,7
Limited warranty period of 90,Warranty,7
"Subject to the herein, express warranties do not include implied warranties",Warranty,7
"Subject to the terms herein, limited warranty period of 90 days",Warranty,7
It is understood that limited warranty period of 90 days,Warranty,7
Warranty of merchantability and fitness for purpose,Warranty,7
Limited period of 90 days,Warranty,7
Express warranties do not include implied warranties,Warranty,7
"For the avoidance of doubt, no warranty beyond what is expressly stated",Warranty,7
"For the avoidance of doubt, warranty beyond what is expressly stated",Warranty,7
Limited warranty period of 90 days,Warranty,7
"Subject to the terms herein, express warranties do not include implied warranties",Warranty,7
"Notwithstanding anything to the contrary, warranty of merchantability and fitness for purpose",Warranty,7
WARRANTY REMEDY LIMITED TO RE-PERFORMANCE OF SERVICES,Warranty,7
limited warranty period of 90 days,Warranty,7
Warranty of merchantability and for purpose,Warranty,7
"Notwithstanding anything to the contrary, warranty remedy limited to re-performance of services",Warranty,7
no warranty beyond what is expressly stated,Warranty,7
Warranty of merchantability and fitness for purpose,Warranty,7
Warranty remedy limited to re-performance of services,Warranty,7
Company warrants services will be performed professionally,Warranty,7
"For the avoidance of doubt, warranty remedy limited to re-performance of services",Warranty,7
Warranty of merchantability and fitness for purpose,Warranty,7
COMPANY WARRANTS SERVICES WILL BE PERFORMED PROFESSIONALLY,Warranty,7
No warranty beyond what is expressly stated,Warranty,7
Limited warranty period of 90 days,Warranty,7
"For the avoidance of doubt, express warranties do not include implied warranties",Warranty,7
"For the avoidance of doubt, limited warranty period of 90 days",Warranty,7
Warranty remedy of to re-performance limited services,Warranty,7
The parties agree that no warranty beyond what is expressly stated,Warranty,7
Company warrants services will be performed professionally,Warranty,7
Company services will be performed professionally,Warranty,7
No beyond what is expressly stated,Warranty,7
Warranties are disclaimed to maximum extent,Warranty,7
"services the avoidance of doubt, company warrants For will be performed professionally",Warranty,7
Warranty remedy limited to re-performance of services,Warranty,7
It do understood that express warranties is not include implied warranties,Warranty,7
limited warranty period of 90 days,Warranty,7
No warranty beyond what is expressly stated,Warranty,7
COMPANY WILL SERVICES WARRANTS BE PERFORMED PROFESSIONALLY,Warranty,7
It is understood that company warrants services will be performed professionally,Warranty,7
Company warrants services will be performed professionally,Warranty,7
Warranties are disclaimed to maximum extent,Warranty,7
No warranty beyond what is expressly stated,Warranty,7
stated warranty beyond what is expressly No,Warranty,7
"Subject to the terms herein, warranty remedy limited to re-performance of services",Warranty,7
It is understood that indemnification for third-party claims and losses,Indemnity,8
"Subject to the terms herein, indemnity covers legal fees and damages",Indemnity,8
"Notwithstanding anything to the contrary, indemnification for third-party claims and losses",Indemnity,8
"For the avoidance of doubt, party shall indemnify and harmless from claims",Indemnity,8
"and anything to the contrary, party shall indemnify Notwithstanding hold harmless from claims",Indemnity,8
Indemnified to entitled party defense costs,Indemnity,8
for third-party claims and losses,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
The parties agree that indemnity covers legal fees and damages,Indemnity,8
protection against liability arising from negligence,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
INDEMNIFIED PARTY ENTITLED TO DEFENSE COSTS,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
indemnity survives termination of agreement,Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives termination of agreement",Indemnity,8
"Notwithstanding anything to the contrary, indemnified party entitled to defense costs",Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
indemnified party entitled to defense costs,Indemnity,8
mutual indemnity breach for of obligations,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
It is understood that indemnification for third-party claims and losses,Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
"Subject to the terms herein, indemnity survives termination of agreement",Indemnity,8
PARTY SHALL INDEMNIFY AND HOLD HARMLESS FROM CLAIMS,Indemnity,8
"Notwithstanding anything to the contrary, indemnified party entitled to defense costs",Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
The parties agree that protection against liability arising from negligence,Indemnity,8
mutual indemnity for breach of obligations,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
"Subject to the terms herein, indemnified party entitled to defense costs",Indemnity,8
The parties that indemnified party entitled to defense costs,Indemnity,8
The parties agree that indemnification for third-party claims and losses,Indemnity,8
It is understood that party shall indemnify hold harmless from claims,Indemnity,8
"For the avoidance of doubt, indemnified party entitled to defense costs",Indemnity,8
Indemnified party entitled to defense costs,Indemnity,8
indemnity survives termination of agreement,Indemnity,8
Party will indemnify and hold harmless from claims,Indemnity,8
mutual indemnity for breach of obligations,Indemnity,8
It is understood that indemnified party entitled to defense costs,Indemnity,8
indemnity covers legal fees and damages,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
MUTUAL INDEMNITY FOR BREACH OF OBLIGATIONS,Indemnity,8
The parties agree that indemnified party entitled to defense costs,Indemnity,8
It is understood that indemnified party entitled to defense costs,Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
The parties agree that indemnification for third-party claims and losses,Indemnity,8
"Subject to the terms herein, indemnity survives termination of agreement",Indemnity,8
Protection against liability arising from negligence,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
party entitled to defense costs,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
The parties agree that indemnified party entitled to defense costs,Indemnity,8
"Notwithstanding anything indemnity the contrary, mutual to for breach of obligations",Indemnity,8
The parties agree that survives termination of agreement,Indemnity,8
Indemnification losses third-party claims and for,Indemnity,8
claims shall indemnify and hold harmless from Party,Indemnity,8
"For the avoidance of doubt, indemnity covers legal fees and damages",Indemnity,8
INDEMNITY COVERS LEGAL FEES AND DAMAGES,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
"For the avoidance of doubt, indemnity survives termination of agreement",Indemnity,8
fees covers legal Indemnity and damages,Indemnity,8
It is understood that party shall indemnify and hold harmless from claims,Indemnity,8
party shall indemnify and hold harmless from claims,Indemnity,8
INDEMNIFIED PARTY ENTITLED TO DEFENSE COSTS,Indemnity,8
PROTECTION AGAINST LIABILITY ARISING FROM NEGLIGENCE,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
"Subject to the terms herein, party shall indemnify and hold harmless from claims",Indemnity,8
The parties agree that mutual indemnity for breach of obligations,Indemnity,8
Party will indemnify and hold harmless from claims,Indemnity,8
Indemnity legal covers fees and damages,Indemnity,8
Indemnified party entitled to defense costs,Indemnity,8
"Notwithstanding anything to the contrary, protection against liability arising from negligence",Indemnity,8
"For the avoidance of doubt, party shall indemnify and hold harmless from claims",Indemnity,8
"damages the avoidance of doubt, indemnity covers legal fees and For",Indemnity,8
It is understood that indemnification for third-party claims and losses,Indemnity,8
The parties agree from protection against liability arising that negligence,Indemnity,8
INDEMNITY COVERS LEGAL FEES AND DAMAGES,Indemnity,8
indemnification third-party claims and losses,Indemnity,8
It is understood that indemnification for third-party claims and losses,Indemnity,8
Protection against liability arising from,Indemnity,8
PROTECTION AGAINST LIABILITY ARISING NEGLIGENCE,Indemnity,8
"Subject to the terms herein, indemnified entitled to defense costs",Indemnity,8
"Subject to the terms herein, mutual indemnity for breach of obligations",Indemnity,8
"For the avoidance of indemnity mutual doubt, for breach of obligations",Indemnity,8
Party will indemnify and hold harmless from claims,Indemnity,8
"Notwithstanding anything to the contrary, protection against liability arising from negligence",Indemnity,8
"claims anything to the contrary, party shall indemnify and hold harmless from Notwithstanding",Indemnity,8
"Subject to the terms herein, mutual indemnity for breach of obligations",Indemnity,8
Mutual indemnity breach of obligations,Indemnity,8
"Subject to the terms herein, party shall indemnify and hold harmless from claims",Indemnity,8
"Subject to covers terms herein, indemnity the legal fees and damages",Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
"Notwithstanding anything to the contrary, indemnity covers legal fees and damages",Indemnity,8
The parties agree that indemnified party entitled to defense costs,Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives termination of agreement",Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
"Notwithstanding anything to the contrary, mutual indemnity for breach of obligations",Indemnity,8
"For the avoidance of doubt, indemnified party entitled to defense costs",Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
"Notwithstanding anything to the contrary, indemnified entitled to defense costs",Indemnity,8
indemnity survives termination of agreement,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
INDEMNITY DAMAGES LEGAL FEES AND COVERS,Indemnity,8
The parties agree and indemnity covers legal fees that damages,Indemnity,8
"Notwithstanding anything to the contrary, protection against liability arising from negligence",Indemnity,8
"For the avoidance of harmless party shall indemnify and hold doubt, from claims",Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
"For the avoidance of doubt, indemnity covers legal fees and damages",Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
"Notwithstanding anything to the contrary, protection against liability arising from negligence",Indemnity,8
Indemnified party entitled to defense costs,Indemnity,8
"For the avoidance of doubt, indemnification for third-party claims and losses",Indemnity,8
party shall indemnify and hold harmless from claims,Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
"Subject to the terms herein, protection against liability arising from negligence",Indemnity,8
"Notwithstanding anything to the contrary, indemnified party entitled to defense costs",Indemnity,8
protection against liability arising negligence,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
"For damages avoidance of doubt, indemnity covers legal fees and the",Indemnity,8
It is understood that indemnity covers legal fees and damages,Indemnity,8
"Notwithstanding anything to the contrary, mutual indemnity for breach of obligations",Indemnity,8
"Subject to the terms herein, against liability arising from negligence",Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives termination of agreement",Indemnity,8
Party shall indemnify and harmless from claims,Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
The parties agree that indemnity survives termination of agreement,Indemnity,8
Protection against liability from negligence,Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives termination of agreement",Indemnity,8
Indemnified party costs to defense entitled,Indemnity,8
Indemnity fees legal covers and damages,Indemnity,8
The parties agree that indemnity covers legal fees and damages,Indemnity,8
PARTY SHALL INDEMNIFY AND HOLD HARMLESS FROM CLAIMS,Indemnity,8
indemnified parties agree that The party entitled to defense costs,Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives termination of agreement",Indemnity,8
"negligence to the terms herein, protection against liability arising from Subject",Indemnity,8
LEGAL COVERS INDEMNITY FEES AND DAMAGES,Indemnity,8
SHALL PARTY INDEMNIFY AND HOLD HARMLESS FROM CLAIMS,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
"For for avoidance of doubt, indemnification the third-party claims and losses",Indemnity,8
protection against liability arising from negligence,Indemnity,8
Indemnification for claims and losses,Indemnity,8
Party will indemnify and hold harmless from claims,Indemnity,8
"For the avoidance of doubt, against liability arising from negligence",Indemnity,8
"For the avoidance of doubt, mutual indemnity for breach of obligations",Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives termination of agreement",Indemnity,8
INDEMNITY SURVIVES TERMINATION OF AGREEMENT,Indemnity,8
"mutual the avoidance of doubt, For indemnity for breach of obligations",Indemnity,8
"Subject to the terms herein, indemnification for third-party claims and losses",Indemnity,8
Indemnification for and claims third-party losses,Indemnity,8
It is understood that indemnified party entitled to defense costs,Indemnity,8
indemnity covers legal fees and damages,Indemnity,8
It is understood that party shall indemnify and hold harmless from claims,Indemnity,8
MUTUAL FOR INDEMNITY BREACH OF OBLIGATIONS,Indemnity,8
"Notwithstanding anything to the contrary, indemnified party entitled to defense costs",Indemnity,8
The parties agree that protection against liability arising from negligence,Indemnity,8
Indemnified entitled to defense costs,Indemnity,8
INDEMNIFICATION FOR CLAIMS AND LOSSES,Indemnity,8
Indemnification for third-party and losses,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
INDEMNIFIED TO ENTITLED PARTY DEFENSE COSTS,Indemnity,8
indemnity survives termination of agreement,Indemnity,8
"For the avoidance of doubt, indemnity survives termination of agreement",Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
"For the avoidance of doubt, indemnification for third-party claims and losses",Indemnity,8
INDEMNIFICATION CLAIMS THIRD-PARTY FOR AND LOSSES,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
damages covers legal fees and Indemnity,Indemnity,8
Party will indemnify and hold harmless from claims,Indemnity,8
The parties agree that indemnification for third-party claims and losses,Indemnity,8
indemnified party entitled to defense costs,Indemnity,8
"Notwithstanding anything to the contrary, party shall indemnify and hold harmless from claims",Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
"Notwithstanding anything to the contrary, protection against liability arising from negligence",Indemnity,8
Mutual indemnity for breach obligations,Indemnity,8
"Notwithstanding anything to the contrary, protection against liability arising from negligence",Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
is It understood that mutual indemnity for breach of obligations,Indemnity,8
indemnity covers legal fees and damages,Indemnity,8
"For survives avoidance of doubt, indemnity the termination of agreement",Indemnity,8
The parties agree that indemnification for third-party claims and losses,Indemnity,8
"Subject to the terms herein, indemnity survives termination of agreement",Indemnity,8
The parties agree that mutual indemnity for breach of obligations,Indemnity,8
"For the avoidance of doubt, protection against liability arising from negligence",Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives termination of agreement",Indemnity,8
PROTECTION AGAINST LIABILITY ARISING FROM NEGLIGENCE,Indemnity,8
The parties agree that indemnity covers legal fees and damages,Indemnity,8
"Notwithstanding anything to the contrary, indemnified party entitled to defense costs",Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
The parties agree that indemnification for third-party claims and losses,Indemnity,8
party shall indemnify and hold harmless from claims,Indemnity,8
of indemnity for breach Mutual obligations,Indemnity,8
"For the avoidance of doubt, mutual indemnity for breach of obligations",Indemnity,8
"For the avoidance of doubt, indemnified party entitled to defense costs",Indemnity,8
Mutual indemnity breach for of obligations,Indemnity,8
Party will hold and indemnify harmless from claims,Indemnity,8
"Notwithstanding anything to the contrary, indemnity covers legal fees and damages",Indemnity,8
"Notwithstanding anything to the contrary, indemnity termination survives of agreement",Indemnity,8
Party shall indemnify and hold harmless from,Indemnity,8
"Subject to the terms herein, indemnified party entitled to defense costs",Indemnity,8
For the avoidance of indemnification for third-party claims and losses,Indemnity,8
"Notwithstanding anything to the contrary, protection against liability arising from negligence",Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
indemnity survives termination of agreement,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
"damages to the terms herein, indemnity covers legal fees and Subject",Indemnity,8
Subject to the terms protection against liability arising from negligence,Indemnity,8
The parties agree that party harmless indemnify and hold shall from claims,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
party shall indemnify and hold harmless from claims,Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
The parties agree that mutual indemnity for breach of obligations,Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
"Subject to the terms herein, mutual indemnity for breach of obligations",Indemnity,8
It is understood that indemnified party entitled to defense costs,Indemnity,8
It is understood that party shall indemnify and hold harmless from claims,Indemnity,8
Indemnity covers fees and damages,Indemnity,8
The parties agree that indemnification for third-party claims and losses,Indemnity,8
The parties agree that indemnity survives termination of agreement,Indemnity,8
"Notwithstanding anything to the contrary, indemnified party entitled to defense costs",Indemnity,8
indemnification for third-party claims and losses,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
defense party entitled to Indemnified costs,Indemnity,8
Indemnification for and claims third-party losses,Indemnity,8
Indemnity covers legal fees damages and,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
mutual indemnity for breach obligations,Indemnity,8
Indemnity covers legal fees damages,Indemnity,8
indemnified party entitled to defense costs,Indemnity,8
"For the avoidance of doubt, indemnified party entitled to defense costs",Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
It is understood that mutual indemnity for breach of obligations,Indemnity,8
It is understood that indemnified party entitled defense costs,Indemnity,8
"For the avoidance of doubt, party shall indemnify and hold harmless from claims",Indemnity,8
party shall indemnify and hold harmless from,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
The parties termination that indemnity survives agree of agreement,Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
It losses understood that indemnification for third-party claims and is,Indemnity,8
"For the avoidance of doubt, indemnity survives termination of agreement",Indemnity,8
The parties agree that indemnified party entitled to defense costs,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
is understood that indemnity covers legal fees and damages,Indemnity,8
"Subject to the terms herein, from against liability arising protection negligence",Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
indemnity survives termination of agreement,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
"Notwithstanding anything to the contrary, mutual indemnity for breach of obligations",Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
"Notwithstanding anything to the contrary, party shall indemnify and harmless from claims",Indemnity,8
costs parties agree that indemnified party entitled to defense The,Indemnity,8
"Notwithstanding anything to the protection contrary, against liability arising from negligence",Indemnity,8
The parties agree that indemnity survives termination of agreement,Indemnity,8
INDEMNIFICATION FOR THIRD-PARTY CLAIMS AND LOSSES,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
"Notwithstanding anything to the contrary, indemnified party entitled to defense costs",Indemnity,8
"Notwithstanding anything to contrary, indemnity covers legal fees and damages",Indemnity,8
costs party entitled to defense Indemnified,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
Mutual indemnity for breach obligations,Indemnity,8
"Notwithstanding anything to indemnify contrary, party shall the and hold harmless from claims",Indemnity,8
The parties agree that indemnity covers legal fees and damages,Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
It is understood that indemnification for third-party claims and losses,Indemnity,8
INDEMNITY SURVIVES TERMINATION OF AGREEMENT,Indemnity,8
"Notwithstanding anything to the contrary, indemnity damages legal fees and covers",Indemnity,8
The parties agree that protection from liability arising against negligence,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
"For the avoidance of doubt, indemnified party entitled to defense costs",Indemnity,8
"Subject to the terms herein, indemnity covers legal fees and damages",Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
"Subject to the terms herein, indemnity survives termination of agreement",Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
PROTECTION AGAINST LIABILITY ARISING FROM NEGLIGENCE,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
The parties agree that survives termination of agreement,Indemnity,8
indemnity survives termination of agreement,Indemnity,8
Party will indemnify and hold harmless from claims,Indemnity,8
mutual indemnity for breach of obligations,Indemnity,8
"Notwithstanding anything to the contrary, protection against liability arising from negligence",Indemnity,8
"Subject to the terms herein, mutual indemnity for breach of obligations",Indemnity,8
It is understood that indemnification for third-party claims and losses,Indemnity,8
Indemnified party entitled to defense costs,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
indemnity covers legal fees and damages,Indemnity,8
The parties agree that indemnity covers legal fees and damages,Indemnity,8
INDEMNIFICATION FOR THIRD-PARTY CLAIMS AND LOSSES,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
indemnity survives termination of agreement,Indemnity,8
party shall indemnify and hold harmless claims from,Indemnity,8
protection against liability arising from negligence,Indemnity,8
indemnity survives termination of agreement,Indemnity,8
Indemnified party entitled to defense costs,Indemnity,8
It is understood that indemnity survives termination of agreement,Indemnity,8
The parties agree that protection against liability arising from negligence,Indemnity,8
It is understood that indemnification for third-party claims and losses,Indemnity,8
Indemnification for third-party losses and claims,Indemnity,8
"Subject to the terms herein, indemnification for third-party claims and losses",Indemnity,8
indemnity covers legal fees and damages,Indemnity,8
The parties agree that indemnification for third-party claims and losses,Indemnity,8
"For the avoidance of doubt, indemnified party entitled to defense costs",Indemnity,8
It is understood that party shall indemnify and hold harmless from claims,Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
party shall and hold harmless from claims,Indemnity,8
Mutual indemnity for of obligations,Indemnity,8
"party anything to the contrary, indemnified Notwithstanding entitled to defense costs",Indemnity,8
"Notwithstanding anything to the contrary, indemnified party entitled to defense costs",Indemnity,8
Protection against liability arising from negligence,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
MUTUAL INDEMNITY FOR BREACH OF OBLIGATIONS,Indemnity,8
"Subject to the terms herein, protection against liability arising from negligence",Indemnity,8
protection against liability arising from negligence,Indemnity,8
Notwithstanding anything to the protection against liability arising from negligence,Indemnity,8
Protection against liability arising negligence,Indemnity,8
Protection against liability arising negligence,Indemnity,8
Party will indemnify and hold harmless from claims,Indemnity,8
indemnity covers legal fees and damages,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
"Notwithstanding anything to the contrary, mutual indemnity for breach of obligations",Indemnity,8
"For the avoidance of doubt, indemnified party entitled to defense costs",Indemnity,8
"Notwithstanding anything to the contrary, party shall indemnify and hold harmless from claims",Indemnity,8
"For the indemnity of doubt, avoidance covers legal fees and damages",Indemnity,8
Party shall indemnify and hold from claims,Indemnity,8
is understood that indemnification for third-party claims and losses,Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives termination of agreement",Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
Indemnified entitled party to defense costs,Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
and is understood that indemnity covers legal fees It damages,Indemnity,8
"Notwithstanding anything to the contrary, shall indemnify and hold harmless from claims",Indemnity,8
It is understood that protection against liability arising from negligence,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
INDEMNIFIED PARTY ENTITLED TO DEFENSE COSTS,Indemnity,8
The agree that indemnification for third-party claims and losses,Indemnity,8
protection against liability arising from negligence,Indemnity,8
The parties agree protection against liability arising from negligence,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
It is understood that indemnity survives termination of agreement,Indemnity,8
The parties agree that party shall indemnify and hold harmless from claims,Indemnity,8
